Nombre de Proyecto/Programa,Agencia financiera,Contador de proyectos,1999,1999_2,2000,2000_2,2001,2001_2,2002,2002_2,2003,2003_2,2004,2004_2,2005,2005_2,2006,2006_2,2007,2007_2,2008,2008_2,2009,2009_2,2010,2010_2,2011,2011_2,2012,2012_2,2013,2013_2,2014,2014_2,Total,Total_2
,,,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales
  Mejoramiento de la Competitividad de la Cadena Agroalimentaria y Valor de la Papa,Agencia de Cooperación Internacional de Corea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1190000.0,,,,,,1190000.0,
  Autoridad de Crédito para el Desarrollo (Banco de Occidente),Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,29329.0,29329.0,,,,,,,,,,,,,,,,,,,,,,,,,29329.0,29329.0
  Autoridad de Crédito para el Desarrollo (Banco Atlántida),Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,72518.0,,,,,,,21286.0,,27470.0,,9740.0,,10684.0,,3338.0,,,,,,,,,72518.0,72518.0
  Proyecto de Fomento de Cultura Emprendedora en Centros Educativos (Inserción Profesional) [2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,65789.5,65789.5,,,,,,,65789.5,65789.5
  Actividades vinculadas al proceso de desarrollo económico local en materia,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,9131.0,9131.0,,,,,,,,,,,,,,,9131.0,9131.0
  Creación Nuevas Instituciones Microfinanzas Incrementar Acceso Microempresarios,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,1735000.0,1577000.0,,,,,,25000.0,,133000.0,,,,,,,1735000.0,1735000.0
  Mejoramiento de Servicios Microfinancieros al Secto Rural en el Occidente,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,149000.0,96000.0,,,,18000.0,,18554.0,,16446.0,,,,,149000.0,149000.0
  Desarrollo de Microempresas para Pobres e Indigenas (PRODEMIN) [P064914],Fondo Social de Desarrollo Japones,0,,,,,,,,,,,,,,,,,,,1470000.0,301730.15,,,,,,378917.66,,789352.19,,,,,1470000.0,1470000.0
  Desarrollo Pesquero en el Golfo de Fonseca IV,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,416963.0,413644.0,,-168026.0,,,,,,,,,,,416963.0,245618.0
"  Libertad Económica (Crecimiento Económico): Economías Abiertas, Diversificadas en Expansión",Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,25543390.0,,,,,,,14093000.0,,4557279.0,,4064525.0,,1453796.0,,1160390.0,,214400.0,,,,,,,25543390.0,25543390.0
  Proyecto de Fomento de Cultura Emprendedora en Centros de Educación Media [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,78822.91,78822.91,,,,,,,,,78822.91,78822.91
  Desarrollo Pesquero Golfo de Fonseca Fase III,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,198084.0,196980.0,,,,-14184.0,,,,,,,,,,,198084.0,182796.0
  PASOLAC [Agricultura sostenible en laderas de América Central],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,258881.0,,,272000.0,,,13119.0,,,,,,,272000.0,272000.0
  Diversificando los Servicios Financieros Urbanos y Rurales del IMFs de Honduras,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,146975.0,66000.0,,,,69000.0,,11975.0,,,,,,,146975.0,146975.0
  Banco del Pais Préstamo Subordinado [HO-L1085],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,10000000.0,,,,,10000000.0,10000000.0
  Desarrollo Actividades Económicas Productivas Microempresa Mantenimiento Vial,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,44699.0,4980.0,,,,14940.0,,24779.0,,,,,44699.0,44699.0
  Plan Nacional de Cajas Rurales de Honduras,Fondo Internacional de Desarrollo Agrícola,0,,,,,,,,,,,,,,,,,,,,,,,3500000.0,3500000.0,,,,,,,,,3500000.0,3500000.0
  Negocios inclusivos en Jatropha,Organización Holandesa de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,63389.88,63389.88,,,,,,,,,,,63389.88,63389.88
  Proyecto de Madres Jóvenes Emprendedoras de Honduras(PROMADEH) [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,52548.61,52548.61,,,,,,,,,52548.61,52548.61
  Proyecto de Jóvenes Emprendedores [2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,65789.5,65789.5,,,,,,,65789.5,65789.5
  El Aumento de la Resistencia los Medios de Subsistencia de los Pequeños Productores contra la Sequía en el Corredor Seco Américano.,Unión Europea,0,,,,,,,,,,,,,,,,,,,,,,,,,384571.0,39542.0,,322594.79,,,,,384571.0,362136.79
  Fortaleciendo la Integración de las Microempresas a la Cadena de la Rosquilla [ATN/SF-10118-HO],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,226510.0,155000.0,,,,,,,,50510.0,,21000.0,,,,,,,226510.0,226510.0
  Fortaleciendo la Integración de las Microempresas a la Cadena de la Rosquilla [SP/SF-06-12-HO],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,300000.0,60000.0,,,,,,,,90000.0,,60000.0,,90000.0,,,,,300000.0,300000.0
  Proyecto de Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica de la Región del Trifinio [PRODERT],Banco Centroamericano de Integración Económica,0,,,,,,,,,9669807.11,,,,,,,6978624.0,,,,1958116.0,,733067.11,,,,,,,,,,,9669807.11,9669807.11
  Plan Nacional de Cajas Rurales,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,501623.0,501623.0,,,,,,,,,,,,,,,,,501623.0,501623.0
"  Desarrollo Integral Sostenible, Corredor del Quetzal en torno al Golfo de Fonseca",Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,4999130.0,,,663130.0,,1000000.0,,1500000.0,,,,1836000.0,,,,,,,,,4999130.0,4999130.0
  Programa de Capacitación en Macroeconomía para Gabinete Económico y Bco. Central,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,300000.0,78090.0,,,,,,221910.0,,,,,,,300000.0,300000.0
  Apoyo a la Implementación del Programa de Ajuste Fiscal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,241000.0,241000.0,,,,,,,,,241000.0,241000.0
  Programa de Apoyo a la Reforma Fiscal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,45800000.0,22900000.0,,22900000.0,,,,,,,45800000.0,45800000.0
  Apoyo a la Preparación del Programa de Apoyo Integral a Red Protección Social,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,149900.0,85939.0,,,,41510.0,,21050.0,,1401.0,,,,,149900.0,149900.0
  Integrando pequeños Productores en Cadenas de Agronegocios de Honduras,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,160000.0,146000.0,,,,,,,,5000.0,,9000.0,,,,,,,160000.0,160000.0
  ECOMERCADOS [Ampliando mercados para productos orgánicos y comercio justo],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,400000.0,,,,,,250000.0,,,,,,,,650000.0
  Autoridad de Crédito para el Desarrollo (Fundación Covelo),Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,132123.0,25180.0,,,,,,58020.0,,1219.0,,21038.0,,25237.0,,1429.0,,,,,,,,,132123.0,132123.0
  Fortalecimiento del Sector Financiero para la MIPYME,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,9362909.11,6768383.658,,,,,,,,2484593.883,,109931.568,,,,,,,9362909.11,9362909.11
  Apoyo Fortalecimiento de Comisión Defensa y Promoción de la Competencia,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,150000.0,77361.0,,,,,,58000.0,,14639.0,,,,,,,150000.0,150000.0
  Fortalecimiento de la Red de Seguridad Financiera y Mejora Acceso Financiamiento,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40000000.0,,,,,,,,,40000000.0,40000000.0
  Profundizando el Microcrédito Rural en la Región Central de Honduras,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,274857.0,149857.0,,,,,,,,125000.0,,,,,,,,,274857.0,274857.0
  Fortalecimiento en Formación Capacidades Empresariales en el Depto. ATN/ES-11206-HO Ocotepeque,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,244000.0,50374.0,,,,74000.0,,86000.0,,33626.0,,,,,244000.0,244000.0
  Programa de Apoyo al Fortalecimiento de la Gestión Fiscal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,15000000.0,12916000.0,,,,,,,,,,2084000.0,,,,,,,,,15000000.0,15000000.0
  Servicios de fomento empresarial para MYPE´s en la Costa Norte de Honduras,Organización Holandesa de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,19629.0,19629.0,,,,,,,19629.0,19629.0
  TCP Facility (Fondo para el Programa de Cooperación Técnica) [2008-2010 Proyecto Piloto para el Fortalecimiento de la Agricultura Urbana y Peri-Urbana (APU) y de la Seguridad Alimentaria en el Distrito Central (Tegucigalpa y Comayaguela) y Alrededores.,Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,199892.0,199892.0,,,,,,,,,,,,,199892.0,199892.0
  Asistencia Técnica al Sector Financiero [FSTAC],Banco Mundial,0,,,,,,,,,10833840.0,,,1190886.68,,1164740.06,,952993.08,,328549.329,,420565.83,,1116200.49,,86247.669,,2006465.07,,3021121.82,27670.09,573740.06,,,10861510.09,10861510.089
  Graduando a los más Pobres dentro del Microfinanciamineto [P101789],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,100000.0,100000.0,,,,,,,,,,,100000.0,100000.0
  Compras para el Progreso," - Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres
 - Unión Europea",0,,,,,,,,,,,,,,,,,,,,,6886755.08,,,1533908.329,,4510093.74,2489553.0,1984740.01,,,,,9376308.08,8028742.08
  Programa Nacional de Desarrollo Local II [PRONADEL II],Banco Centroamericano de Integración Económica,0,,,,,5000000.0,4846726.1,,,,,,,,,,,,,,,,153273.02,,,,,,,,,,,5000000.0,4999999.119
  Fondo Cánadiense para Iniciativas Locales (CFLI 2011-2012),"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,81231.835,81231.835,,,,,,,81231.835,81231.835
  Fondo Cánadiense para Iniciativas Locales (CFLI 2010-2011),"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,81231.835,81231.835,,,,,,,,,81231.835,81231.835
  Apoyo a Programas para la MIPYME,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,85600.0,300000.0,,,,,,,58400.0,,,,109600.0,,46400.0,,,300000.0,300000.0
  Mejorando la Calidad de los Servicios Financieros para las Microempresas Rurales,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,530092.0,42600.0,,81000.0,,270725.0,,112917.0,,22850.0,,,530092.0,530092.0
  Desarrollo Pesquero en el Golfo de Fonseca V,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,662800.0,662800.0,,,2470.32,2470.32,,-783.0,,,665270.32,664487.32
  Autoridad de Crédito para el Desarrollo (BANHCAFE),Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,,,,,,,80800.0,,,22575.0,,12791.0,,,,17639.0,,27795.0,,,,,,,80800.0,80800.0
  PROMIFIN [Fomento de Servicios Financieros para Poblaciones de Bajos Ingresos],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,1716000.0,1011000.0,,,,400000.0,,305000.0,,,,,1716000.0,1716000.0
  Apoyo al SIARH-SIAFI,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,120000.0,120000.0,,,,,,,120000.0,120000.0
  Apoyo a la Secretaría de Finanzas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,500000.0,167737.0,,313760.0,,18440.0,,,,,500000.0,499937.0
"  Apoyo para la Planificación, Programación y Monitoreo con Base a Resultados",Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,350695.0,,,,,,,,67150.0,,7050.0,,,,,,,,424895.0
  Apoyo al Fortalecimiento del Sistema de Inversión Pública y Gabinete Económico,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,373469.0,362876.0,,,,,,,,,,10593.0,,,,,,,373469.0,373469.0
  Apoyo al Fortalecimiento de la Gestión Fiscal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,3480833.0,1562833.0,,,,,,,,,,,,1918000.0,,,,,,,,,3480833.0,3480833.0
  Implantación de Protocolo de Familia y Ambito de Gobierno en PYMEs Hondureñas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,711025.0,70000.0,,112648.0,,132614.0,,346642.0,,49121.0,,,711025.0,711025.0
  Servicio de Fomento Empresarial para MYPES en la Costa Norte de Honduras,Organización Holandesa de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,6075.0,3075.0,,3000.0,,,,,6075.0,6075.0
  APIM [Proyecto de Apoyo Directo para Inversiones Municipales],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,1445455.0,720000.0,418545.0,1144000.0,,,,,1864000.0,1864000.0
  Mejorando la Confianza en las Políticas Públicas y las Instituciones Públicas en la república de Honduras [P125269],Fondo Social de Desarrollo Japones,0,,,,,,,,,,,,,,,,,,,,,,,829110.0,,,55000.0,,34611.05,,86674.85,,,829110.0,176285.9
  Alianza por la Paz y la Justicia,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,45000.0,600000.0,200000.0,,,645000.0,245000.0
  Gerencia y Coordinación [2010-2011],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,1698458.0,780374.0,,918084.0,,,,,,,1698458.0,1698458.0
  Adopción de Normas de Información Financiera y de Auditoría,Banco Interamericano de Desarrollo,0,,,,,,,,,,,490000.0,454000.0,,,,,,,,,,,,36000.0,,,,,,,,,490000.0,490000.0
  Gobernando con Justicia: Un Gobierno más Responsable y Transparente,Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,22952800.0,6849855.0,,,,,,3631145.0,,3713220.0,,3833918.0,,3502732.0,,631680.0,,510060.0,,280190.0,,,,,22952800.0,22952800.0
  MAPEP - Programa de Consolidación de la Gestión Fiscal y Municipal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,1500000.0,1250000.0,,,,244000.0,,6000.0,,,,,,,1500000.0,1500000.0
  Fortalecimiento de la Transparencia y Responsabilidad en Instituciones Públicas [P104397],Banco Mundial,0,,,,,,,,,,,,,,,,,339000.0,282217.53,,,,,,,,50500.47,,6282.0,,,,,339000.0,339000.0
  Monitoreo y Evaluación de Acciones de Garantía,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,,,,,,,,,20000.0,20000.0
  Mejoramiento de la Transparencia y Rendición de Cuentas de la Administración para la Administración de Derechos de Propiedad en Honduras [P115007],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,400000.0,202964.539,,197035.46,,,,,,,400000.0,400000.0
  Apoyo al Tribunal Superior de Cuentas,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,110000.0,,,,,,,,110000.0,
  Programa EUROFOR - Programa de Apoyo Sectorial Forestal (PAPSFor),Unión Europea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35799358.365,,,,35799358.365,
  PAPSAC - Programa de Apoyo Presupuestario Sectorial Agua y Calidad,Unión Europea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,57967422.583,19276577.581,,,,,57967422.583,19276577.581
  @prende Aulas Tecnológicas," - Gobierno de Taiwan
 - International Cooperation & Development Fund - EXIMBank China",0,,,,,,,,,,,,,,,,,9000000.0,4000000.0,,500000.0,,,,1669362.27,,1360925.93,,,,,,,9000000.0,7530288.2
  Equipamiento Vehicular para la Secretaría de Seguridad y Policía Nacional,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,1188680.0,1188680.0,,,,,,,1188680.0,1188680.0
  Done un Aula [2008],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,,,,,,,,,,,500000.0,500000.0
  Done un Aula [2009],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,150000.0,150000.0
  Programa de Merienda Escolar [2010],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,,,,,,,,,1000000.0,1000000.0
  Acceso a Programas de Prevención en Poblaciones de Más Alto Riesgo [2012],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,8000.0,,,,,8000.0,8000.0
  Conectando Productos y Servicios Turísticos Locales con el Hotel Marina Copán en Copán Ruinas,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,44668.8,44668.8,,,,,,,,,44668.8,44668.8
  Socialización del estudio sobre el potencial de desarrollo de iniciativas de biogas a nivel productivo en el país,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,19550.0,19550.0,,,,,,,19550.0,19550.0
  Convenio de Cooperación con la Fundación AMBOS,Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,,,200000.0,,,,,,,200000.0,,,,,,,,,,,,,,,200000.0,200000.0
  Banco Atlántida Green Line,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,28000000.0,,,,,,,28000000.0,28000000.0
  Vehículos para fortalecimiento fiscal de la DEI,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,50000.0,,,,,,,50000.0,50000.0
  Vehículos para el Fortalecimientos Institucional de la Secretaría Técnica de Planmificación y Cooperación Externa,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,310000.0,310000.0,,,,,310000.0,310000.0
  Fortalecimiento Obras Físicas de Resguardo de Casa Presidencial,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,,,,,,,500000.0,500000.0
  Primera Reducción Programática de las Vulnerabilidades para el Desarrollo de la Política,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,84746004.0,84746004.0,,,,,,,84746004.0,84746004.0
  Apoyo al desarrollo del Producto de Nación (Imagen País),Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,200000.0,,,,,,200000.0,200000.0
  Done un Aula [2011],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,,,,,500000.0,500000.0
  PASAH - Programa de Apoyo a la Seguridad Alimentaria en Honduras,Unión Europea,0,,,,,,,,,,,,,19276577.581,11967804.205,,,,,,,,,,372061.877,,1403527.902,,4766822.256,,,,,19276577.581,18510216.241
  Phasing Out: Programa de Apoyo a la Seguridad Alimentaria en Honduras (PASAH),Unión Europea,0,,,,,,,,,,,,,,,,,,,,,,,,,2753796.797,,,2639009.734,,84507.4,,,2753796.797,2723517.135
  PRRAC - Programa de Reconstrucción Regional para America Central Sub Programa Honduras,Unión Europea,0,,,163850909.441,158056736.847,,,,,,,,,,,,,,,,,,,,758507.951,,280940.449,,179714.637,,25324.066,,,163850909.441,159301223.952
  PROADES - Programa de Apoyo a la Descentralización en Honduras,Unión Europea,0,,,,,,,,,,,46499924.27,18098784.997,,,,,,,,55075.935,,,,6666688.27,,7710631.032,,4130695.196,,,,,46499924.27,36661875.432
"  PROEMPRESA [Un Programa de Fomento a la Micro,Pequeña y Mediana Empresa]",Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,1073535.0,1073535.0,,,,,,,,,,,,,,,,,1073535.0,1073535.0
  AGROPYME [Fomento a la Pequeña y Mediana Agro Empresa],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,2376000.0,2376000.0,,,,,,,,,,,,,,,,,,,2376000.0,2376000.0
  Fortalecimiento de la Red de Seguridad Financiera y Mejora del Acceso al Financiamiento [Segunda Operación Programática],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40000000.0,,,,,,,40000000.0,40000000.0
  Fondo Pequeños Proyectos Comunitarios,Gobierno de Taiwan,0,,,,,,,,,,,,,,,100000.0,100000.0,1082600.0,1082600.0,,,,,,,,,,,,,,,1182600.0,1182600.0
  Programa de Apoyo a la Reforma de los Institutos Previsionales y del Sistema de Gestión de Recursos Humanos [HO-L1079],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40000000.0,,,,,,,40000000.0,40000000.0
  PRAP - Apoyo a la Reforma de la Administración Pública,Unión Europea,0,,,,,,,5507593.594,5406060.79,,,,,,,,,,,,,,,,59136.767,,,,15341.553,,,,,5507593.594,5480539.11
  Fondo Proyectos Agua y Saneamiento,Gobierno de Taiwan,0,,,,,,,,,,,,,,,300000.0,300000.0,800000.0,800000.0,,,,,,,,,,,,,,,1100000.0,1100000.0
  Reforma del Sector Justicia y Política Pública de Protección de Derechos Humanos,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,418407.0,418407.0,,,,,,,418407.0,418407.0
  Programa de Fortalecimiento Institucional de la Secretaría Técnica de Planificación y Cooperación Externa (SEPLAN),Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,367686.0,367332.0,,,,,,,367686.0,367332.0
  Plan de Reestructuración Dirección Ejecutiva de Ingresos.,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,452980.0,,,,,129000.0,452980.0,129000.0
  Programa Regional para Fortalecer la Capacidades de Protección y Asistencia a Migrantes Vulnerables en Mesoamerica,Organización Internacional para las Migraciones,0,,,,,,,,,,,,,,,,,,,,,,,,,,,70572.84,,,,,,70572.84,
"  Aumento de las capacidades de los componentes de comunidades, sanidad y transporte en apoyo al Gobierno de la República de Honduras en el logro de los Objetivos y Metas del Desarrollo del Milenio y la Estrategia para la Reducción de la Pobreza.",Exim-Bank India,0,,,,,,,,,,,,,,,,,,,30000000.0,17600000.0,,8804185.5,,,,,,222633.0,,,,,30000000.0,26626818.5
  Plan de Fortalecimiento del Instituto Nacional de Previsión del Magisterio,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,300000.0,
  Apoyo a la implementación de un Sistema de Gestión Basada en Resultados,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,100000.0,,186193.0,,670216.0,,9228.0,1500000.0,965637.0
